"","bin","age","income","age_scale","inc_scale"
"1467","40-49",46,74095.1271464325,0.179907350794167,0.283286241445545
"1468","70-79",77,50513.8751336062,1.94902094414818,-0.56536978606487
"1469","20-29",26,98776.3153371538,-0.961456257821326,1.1715274218876
"1470","20-29",22,35774.9646555667,-1.18972897954443,-1.09580240301503
"1471","30-39",35,78570.0188498896,-0.447842633944354,0.44433128750712
"1472","30-39",30,50263.0312366564,-0.733183536098228,-0.574397304408462
"1473","70-79",79,28094.3192777329,2.06315730500973,-1.37221800603404
"1474","10-19",19,38027.0714787776,-1.36093352083675,-1.01475225228191
"1475","30-39",36,137017.402427372,-0.39077445351358,2.54777025411773
"1476","40-49",44,105598.264649937,0.0657709899326176,1.41703976366297
"1477","40-49",47,96329.772360521,0.236975531224942,1.08347978800653
"1478","10-19",19,31805.9931015291,-1.36093352083675,-1.2386400958788
"1479","40-49",46,69744.2747582813,0.179907350794167,0.126705195536522
"1480","20-29",23,20864.0927513838,-1.13266079911365,-1.63242366935142
"1481","30-39",34,118007.23078483,-0.504910814375129,1.86362096723187
"1482","30-39",38,64397.3178130217,-0.27663809265203,-0.0657242495991765
"1483","60-69",61,102293.53721614,1.03593005725579,1.29810728058508
"1484","60-69",69,52165.8379844408,1.49247550070198,-0.505917971130637
"1485","40-49",45,55366.8313807379,0.122839170363392,-0.390718729872751
"1486","20-29",22,20492.6580540249,-1.18972897954443,-1.64579108065633
"1487","50-59",54,47897.1068888161,0.636452794240364,-0.659543587452984
"1488","50-59",53,81739.3951424981,0.57938461380959,0.558392673760396
"1489","80-",81,35942.7072748468,2.17729366587128,-1.08976558254235
"1490","30-39",33,123434.996085048,-0.561978994805904,2.05895859118146
"1491","70-79",77,61813.8624625611,1.94902094414818,-0.158699166867348
"1492","50-59",53,57900.8743519787,0.57938461380959,-0.299522094497149
"1493","20-29",29,61810.6088201677,-0.790251716529002,-0.158816260871814
"1494","60-69",63,61405.1334864027,1.15006641811734,-0.173408746708414
"1495","40-49",49,70623.5556406399,0.351111892086491,0.158349275345449
"1496","30-39",31,58927.4681020525,-0.676115355667453,-0.262576432183258
"1497","40-49",47,58538.8083549039,0.236975531224942,-0.276563748755292
"1498","60-69",65,45264.0342939527,1.26420277897889,-0.754304159422949
"1499","40-49",40,76323.8275845104,-0.162501731790481,0.363494029363725
"1500","30-39",37,80788.8135904814,-0.333706273082805,0.524182583332611
"1501","10-19",18,13254.2209761552,-1.41800170126752,-1.90629223015203
"1502","30-39",32,79655.0458471895,-0.619047175236678,0.483379880040258
"1503","30-39",30,95906.7825389936,-0.733183536098228,1.06825698043806
"1504","30-39",35,64000.0438047732,-0.447842633944354,-0.0800215812883475
"1505","70-79",77,59452.1234615252,1.94902094414818,-0.243694825178677
"1506","40-49",47,90162.2132140041,0.236975531224942,0.861518026100435
"1507","20-29",28,70515.0113454719,-0.847319896959777,0.154442919130941
"1508","60-69",69,49316.7022848905,1.49247550070198,-0.608454349746297
"1509","30-39",36,117668.273410964,-0.39077445351358,1.85142236903004
"1510","60-69",65,33464.0241110198,1.26420277897889,-1.17896989646623
"1511","20-29",21,24715.95189085,-1.2467971599752,-1.49380068724466
"1512","30-39",32,114911.7598331,-0.619047175236678,1.75221933004398
"1513","30-39",31,55136.5833700991,-0.676115355667453,-0.399005031293245
"1514","20-29",27,47069.6621364598,-0.904388077390552,-0.689322157994408
"1515","10-19",18,15985.3904407389,-1.41800170126752,-1.80800129008614
"1516","20-29",27,86977.0250667388,-0.904388077390552,0.746887593481287
"1517","30-39",39,111315.020991144,-0.219569912221256,1.62277776791036
"1518","30-39",38,60180.8311728224,-0.27663809265203,-0.217469661597485
"1519","50-59",51,49198.5030025767,0.46524825294804,-0.612708175341666
"1520","50-59",58,57789.1421032603,0.864725515963463,-0.303543180667238
"1521","80-",86,51989.4057823485,2.46263456802515,-0.512267517442729
"1522","30-39",36,121052.900452445,-0.39077445351358,1.97323032638809
"1523","80-",81,50950.1214124324,2.17729366587128,-0.549669897280192
"1524","50-59",51,56722.8539594527,0.46524825294804,-0.341917388271356
"1525","30-39",35,83647.3247464363,-0.447842633944354,0.627056371411692
"1526","20-29",20,43130.4012065225,-1.30386534040597,-0.831090607367207
"1527","50-59",51,69783.5690989773,0.46524825294804,0.128119343481702
"1528","40-49",48,95191.4287759294,0.294043711655716,1.04251240663441
"1529","30-39",31,78767.0644200821,-0.676115355667453,0.451422679887268
"1530","20-29",26,108159.46779245,-0.961456257821326,1.50921385532655
"1531","60-69",68,37254.1725726978,1.43540732027121,-1.04256779468585
"1532","50-59",57,88933.4605602868,0.807657335532688,0.817296949741579
"1533","50-59",53,78517.2153106864,0.57938461380959,0.44243096254582
"1534","50-59",55,87634.872782473,0.693520974671139,0.770562605683274
"1535","50-59",54,89810.8999732224,0.636452794240364,0.848874757661107
"1536","20-29",22,33975.1699016721,-1.18972897954443,-1.16057447980482
"1537","50-59",52,69299.114161852,0.522316433378815,0.110684493024019
"1538","50-59",58,38043.4044801461,0.864725515963463,-1.01416445058032
"1539","50-59",57,95110.9623565004,0.807657335532688,1.03961653359835
"1540","50-59",53,101087.773373612,0.57938461380959,1.25471353914341
"1541","20-29",24,32871.2466325531,-1.07559261868288,-1.20030312253072
"1542","20-29",27,56732.3412609888,-0.904388077390552,-0.341575953659273
"1543","20-29",27,88346.204066966,-0.904388077390552,0.796162416151919
"1544","40-49",45,96896.6237134351,0.122839170363392,1.10387996934937
"1545","80-",82,70781.2067384682,2.23436184630205,0.164022916182791
"1546","40-49",46,56216.1494272158,0.179907350794167,-0.360152970301343
"1547","50-59",52,75267.1168107662,0.522316433378815,0.325464497811056
"1548","30-39",30,46980.5934149172,-0.733183536098228,-0.692527615760546
"1549","40-49",44,68302.6916219336,0.0657709899326176,0.0748246500441364
"1550","20-29",24,31774.6071800205,-1.07559261868288,-1.23976963096256
"1551","50-59",59,72417.3598397325,0.921793696394238,0.222905760510249
"1552","70-79",73,41496.3167550494,1.72074822242508,-0.889899003903972
"1553","50-59",55,50227.7958489146,0.693520974671139,-0.575665376356995
"1554","40-49",46,88199.3705441619,0.179907350794167,0.790878084594777
"1555","20-29",25,64831.2251705086,-1.0185244382521,-0.0501085352973198
"1556","20-29",25,25117.0313132342,-1.0185244382521,-1.47936640406362
"1557","20-29",29,95830.6766161857,-0.790251716529002,1.06551803553026
"1558","20-29",25,92388.8173426782,-1.0185244382521,0.941650370797445
"1559","40-49",43,66358.1505236935,0.00870280950184294,0.00484335630852062
"1560","30-39",36,100512.855710082,-0.39077445351358,1.23402306264913
"1561","50-59",52,51244.9450848298,0.522316433378815,-0.539059608797769
"1562","30-39",37,98498.8119469028,-0.333706273082805,1.16154046595062
"1563","20-29",28,114805.807864225,-0.847319896959777,1.74840626799946
"1564","20-29",20,10783.8824476322,-1.30386534040597,-1.9951962324112
"1565","20-29",24,21471.7676500767,-1.07559261868288,-1.61055430612754
"1566","10-19",18,41353.0808202309,-1.41800170126752,-0.895053863339498
"1567","30-39",36,97914.6345201574,-0.39077445351358,1.14051674362776
"1568","20-29",29,102880.39317147,-0.790251716529002,1.31922739937692
"1569","10-19",19,32270.2466468911,-1.36093352083675,-1.2219322650414
"1570","30-39",34,60309.6995184836,-0.504910814375129,-0.21283187144787
"1571","30-39",34,139334.856531013,-0.504910814375129,2.63117216138135
"1572","50-59",50,61741.6107708973,0.408180072517266,-0.161299403427941
"1573","40-49",46,82599.9417173144,0.179907350794167,0.589362532242637
"1574","30-39",39,49093.7582728106,-0.219569912221256,-0.616477790551987
"1575","50-59",52,45809.6190165119,0.522316433378815,-0.734669334136081
"1576","20-29",21,48171.9087255461,-1.2467971599752,-0.64965385661999
"1577","80-",87,62885.7817036884,2.51970274845593,-0.12012230400645
"1578","30-39",32,76104.7683068408,-0.619047175236678,0.355610394674809
"1579","20-29",20,28960.3791471822,-1.30386534040597,-1.3410497318477
"1580","30-39",38,83519.4255145779,-0.27663809265203,0.622453458302093
"1581","30-39",33,37999.7820033369,-0.561978994805904,-1.01573436204469
"1582","30-39",35,122116.858833293,-0.447842633944354,2.01152068910656
"1583","30-39",39,70719.6478424465,-0.219569912221256,0.161807498268285
"1584","20-29",24,27396.5253619524,-1.07559261868288,-1.39733062568058
"1585","70-79",76,53514.5221798221,1.89195276371741,-0.457380727603625
"1586","50-59",53,96006.2833890634,0.57938461380959,1.07183787580817
"1587","30-39",36,133203.910535167,-0.39077445351358,2.41052805516996
"1588","60-69",60,61427.1045311143,0.978861876825012,-0.172618039772453
"1589","40-49",48,59179.2323502829,0.294043711655716,-0.253515791694104
"1590","50-59",56,98737.1743461638,0.750589155101914,1.17011879278223
"1591","20-29",25,46541.7628622077,-1.0185244382521,-0.708320508920336
"1592","30-39",33,85389.7066060836,-0.561978994805904,0.68976223904799
"1593","70-79",76,70988.2839493332,1.89195276371741,0.171475333173418
"1594","20-29",23,29852.4154707631,-1.13266079911365,-1.30894660168508
"1595","10-19",18,43880.5444771131,-1.41800170126752,-0.804094008215609
"1596","40-49",42,63945.4971156582,-0.0483653709289317,-0.0819846397583982
"1597","20-29",22,25022.0997749297,-1.18972897954443,-1.4827828563427
"1598","20-29",21,35990.3364357495,-1.2467971599752,-1.08805147616397
"1599","20-29",27,87716.1337631268,-0.904388077390552,0.773487073858065
"1600","40-49",47,78824.1525408694,0.236975531224942,0.453477200901633
"1601","40-49",49,81658.7214508174,0.351111892086491,0.555489341288095
"1602","50-59",59,91935.521690872,0.921793696394238,0.925336899106444
"1603","30-39",30,88881.5690114934,-0.733183536098228,0.815429446029884
"1604","40-49",49,77884.7418406548,0.351111892086491,0.419669133687421
"1605","20-29",28,49364.9580363757,-0.847319896959777,-0.606717693255892
"1606","60-69",60,98581.6292717399,0.978861876825012,1.16452094475925
"1607","20-29",24,30952.1201039456,-1.07559261868288,-1.26936978172133
"1608","20-29",25,99353.2448139567,-1.0185244382521,1.19229030070638
"1609","60-69",63,85401.0313892156,1.15006641811734,0.690169802033195
"1610","30-39",35,63608.9534907093,-0.447842633944354,-0.0940963705383308
"1611","40-49",47,75961.9633885155,0.236975531224942,0.350471046915454
"1612","40-49",44,50612.1278815676,0.0657709899326176,-0.561833808130724
"1613","20-29",22,40123.7664257622,-1.18972897954443,-0.939295155956349
"1614","20-29",24,21281.0040270172,-1.07559261868288,-1.61741962008335
"1615","20-29",28,63663.8166565529,-0.847319896959777,-0.0921219225168197
"1616","40-49",49,48309.3291996329,0.351111892086491,-0.644708287420625
"1617","40-49",42,54341.2123200035,-0.0483653709289317,-0.427629314490921
"1618","50-59",56,54689.8477695235,0.750589155101914,-0.415082415985362
"1619","40-49",44,57531.5156837897,0.0657709899326176,-0.312814792437925
"1620","20-29",28,71321.1652639044,-0.847319896959777,0.183455262564053
"1621","20-29",27,67307.2424736654,-0.904388077390552,0.03899983805797
"1622","30-39",31,97876.0792053593,-0.676115355667453,1.13912919218316
"1623","60-69",62,86355.9121981351,1.09299823768656,0.724534616658084
"1624","30-39",31,86054.8891542979,-0.676115355667453,0.713701221534152
"1625","50-59",55,67686.6473076006,0.693520974671139,0.052654083346157
"1626","50-59",53,66100.6248447312,0.57938461380959,-0.00442462995324368
"1627","80-",89,42524.8197448386,2.63383910931748,-0.852884630743365
"1628","20-29",29,95582.0379719177,-0.790251716529002,1.05656988112288
"1629","30-39",36,64462.4152276375,-0.39077445351358,-0.0633814853872085
"1630","30-39",31,20789.1478313185,-0.676115355667453,-1.63512083140669
"1631","20-29",27,120284.373721697,-0.904388077390552,1.94557213241275
"1632","80-",87,52134.6455937104,2.51970274845593,-0.507040541314417
"1633","40-49",43,102059.569187053,0.00870280950184294,1.28968710094316
"1634","80-",82,60477.5687263451,2.23436184630205,-0.206790495230544
"1635","20-29",24,42522.9714484851,-1.07559261868288,-0.852951148324372
"1636","20-29",23,16870.0977205148,-1.13266079911365,-1.77616192188144
"1637","30-39",35,38089.5433803149,-0.447842633944354,-1.01250397658557
"1638","50-59",50,30879.4942031162,0.408180072517266,-1.27198348554243
"1639","40-49",46,59498.245904974,0.179907350794167,-0.242034943438088
"1640","50-59",58,62003.4963069939,0.864725515963463,-0.151874512052144
"1641","50-59",50,42603.5585426184,0.408180072517266,-0.850050932375763
"1642","50-59",52,55949.8396235038,0.522316433378815,-0.369737084833615
"1643","30-39",38,87121.8216668379,-0.27663809265203,0.752098619060857
"1644","20-29",23,45502.0475528575,-1.13266079911365,-0.74573839766072
"1645","50-59",52,88356.7490823919,0.522316433378815,0.796541916396288
"1646","70-79",70,41499.7736300765,1.54954368113276,-0.889774595843429
"1647","70-79",74,23612.7318023634,1.77781640285586,-1.53350402349057
"1648","10-19",19,40240.0616092665,-1.36093352083675,-0.935109856193738
"1649","40-49",49,83009.1623666747,0.351111892086491,0.604089806709339
"1650","20-29",24,26508.4709225439,-1.07559261868288,-1.42929045344339
"1651","40-49",44,106387.218867871,0.0657709899326176,1.44543311411422
"1652","60-69",64,38274.6044505244,1.20713459854811,-1.00584388947037
"1653","60-69",68,68858.7198834835,1.43540732027121,0.0948353235814787
"1654","20-29",29,81752.500008647,-0.790251716529002,0.558864299424756
"1655","20-29",21,40900.226395743,-1.2467971599752,-0.911351455881123
"1656","40-49",47,71360.3454143781,0.236975531224942,0.184865300964058
"1657","50-59",58,58826.0071244743,0.864725515963463,-0.26622786978004
"1658","20-29",25,23372.8980827608,-1.0185244382521,-1.54213530106779
"1659","70-79",74,63100.8295648421,1.77781640285586,-0.112383034544759
"1660","20-29",21,11938.0527986483,-1.2467971599752,-1.9536592680197
"1661","70-79",72,28618.067511458,1.66368004199431,-1.35336904520673
"1662","20-29",28,95935.9914701713,-0.847319896959777,1.06930816870778
"1663","20-29",24,43763.0417106626,-1.07559261868288,-0.808322767186639
"1664","60-69",63,46661.8301998021,1.15006641811734,-0.703999454648019
"1665","50-59",54,50397.559172331,0.636452794240364,-0.569555833590174
"1666","20-29",29,81581.2500662517,-0.790251716529002,0.552701255335937
"1667","20-29",23,32376.6075268808,-1.13266079911365,-1.21810448686213
"1668","30-39",32,86165.9978115536,-0.619047175236678,0.717699865526309
"1669","30-39",33,119825.767743362,-0.561978994805904,1.92906754955367
"1670","10-19",18,51794.6992652516,-1.41800170126752,-0.519274730598331
"1671","70-79",71,71113.9516017225,1.60661186156353,0.175997934882829
"1672","20-29",25,63507.9988921024,-1.0185244382521,-0.0977295842695626
"1673","60-69",64,52331.293934287,1.20713459854811,-0.499963444668341
"1674","50-59",53,84129.0449057191,0.57938461380959,0.644392801068873
"1675","40-49",43,67624.8719055893,0.00870280950184294,0.0504308736862015
"1676","10-19",19,39762.9688802557,-1.36093352083675,-0.952279751156745
"1677","50-59",53,50315.5579660185,0.57938461380959,-0.572506941443242
"1678","30-39",31,128513.310554733,-0.676115355667453,2.24171997221192
"1679","70-79",73,33360.3325166856,1.72074822242508,-1.18270161081651
"1680","20-29",24,19738.6660259352,-1.07559261868288,-1.67292619116637
"1681","20-29",28,76867.207245414,-0.847319896959777,0.383049497589143
"1682","20-29",23,32717.1029876694,-1.13266079911365,-1.20585053507954
"1683","40-49",49,63862.3964914194,0.351111892086491,-0.0849753141132535
"1684","30-39",34,85775.0078156957,-0.504910814375129,0.703628686587184
"1685","80-",85,53184.8211037874,2.40556638759438,-0.469246204691158
"1686","30-39",34,73272.0865976113,-0.504910814375129,0.253666171982623
"1687","20-29",22,28943.5993457278,-1.18972897954443,-1.34165361325471
"1688","30-39",35,119307.21396181,-0.447842633944354,1.91040552973967
"1689","20-29",25,103914.706810706,-1.0185244382521,1.35645088962233
"1690","20-29",28,93917.7566021924,-0.847319896959777,0.996674740053932
"1691","30-39",39,68196.8178231479,-0.219569912221256,0.0710144012309674
"1692","10-19",18,16584.1774795488,-1.41800170126752,-1.78645178841402
"1693","70-79",74,41202.8725211027,1.77781640285586,-0.900459648340561
"1694","40-49",47,75199.624435989,0.236975531224942,0.323035542358033
"1695","50-59",54,57394.164337708,0.636452794240364,-0.317757873817807
"1696","20-29",26,103451.712068458,-0.961456257821326,1.33978836133499
"1697","50-59",55,91581.0943738183,0.693520974671139,0.912581559450671
"1698","30-39",34,73800.2016515545,-0.504910814375129,0.272672288515541
"1699","40-49",45,114992.208549847,0.122839170363392,1.75511456598547
"1700","70-79",72,49419.9721383124,1.66368004199431,-0.604737813257101
"1701","20-29",28,95161.2704145896,-0.847319896959777,1.04142704971117
"1702","20-29",21,27795.7914643352,-1.2467971599752,-1.38296160133092
"1703","60-69",61,60325.3548237065,1.03593005725579,-0.212268459075503
"1704","30-39",38,82355.425418226,-0.27663809265203,0.580562735228762
"1705","20-29",23,32796.6713600097,-1.13266079911365,-1.20298698149261
"1706","40-49",44,58440.5185540873,0.0657709899326176,-0.28010106016948
"1707","50-59",53,85881.8979946155,0.57938461380959,0.707475513489022
"1708","30-39",32,56139.850874202,-0.619047175236678,-0.362898847698788
"1709","10-19",18,23381.9672046082,-1.41800170126752,-1.54180891615337
"1710","20-29",22,28945.8216262712,-1.18972897954443,-1.34157363650976
"1711","60-69",67,42263.1825161738,1.37833913984043,-0.862300585884624
"1712","70-79",74,61719.1196183629,1.77781640285586,-0.162108828311471
"1713","30-39",33,85536.2057236854,-0.561978994805904,0.69503453583317
"1714","30-39",36,43558.0959942607,-0.39077445351358,-0.815698474695397
"1715","60-69",69,35308.9270593338,1.49247550070198,-1.11257443932906
"1716","20-29",28,16158.9850840166,-0.847319896959777,-1.80175386351689
"1717","60-69",69,52799.4517837745,1.49247550070198,-0.48311510342769
"1718","50-59",57,123230.299766328,0.807657335532688,2.0515918591438
"1719","40-49",41,76829.2691918435,-0.105433551359706,0.381684160506231
"1720","70-79",74,69196.1296185322,1.77781640285586,0.106978224443317
"1721","20-29",26,69892.4690806873,-0.961456257821326,0.132038500353597
"1722","30-39",34,71689.6815738503,-0.504910814375129,0.196717645218773
"1723","20-29",20,22843.0270240713,-1.30386534040597,-1.56120461373683
"1724","20-29",23,21627.2553003201,-1.13266079911365,-1.60495852471989
"1725","50-59",59,57219.0240593311,0.921793696394238,-0.324060925616056
"1726","40-49",42,101687.728556465,-0.0483653709289317,1.27630508067341
"1727","70-79",71,35171.2603989453,1.60661186156353,-1.11752886842648
"1728","40-49",47,53287.4482115163,0.236975531224942,-0.465552799713648
"1729","20-29",26,123056.046784246,-0.961456257821326,2.04532073988876
"1730","30-39",33,77716.2473281535,-0.561978994805904,0.413605253637334
"1731","20-29",23,45075.7871284932,-1.13266079911365,-0.761078909616114
"1732","20-29",26,115759.362543033,-0.961456257821326,1.78272335707052
"1733","20-29",27,59406.6019290811,-0.904388077390552,-0.245333080979056
"1734","30-39",38,90039.0303889348,-0.27663809265203,0.85708484982447
"1735","30-39",34,74925.5044205698,-0.504910814375129,0.313170349313143
"1736","30-39",30,98588.5174243176,-0.733183536098228,1.16476883966323
"1737","70-79",75,47702.7838145799,1.83488458328663,-0.666537001040405
"1738","20-29",24,32329.4886152919,-1.07559261868288,-1.21980023008678
"1739","30-39",36,93925.5912693848,-0.39077445351358,0.996956698684998
"1740","30-39",36,118823.741019643,-0.39077445351358,1.89300601989664
"1741","40-49",48,69491.7762716098,0.294043711655716,0.117618130840615
"1742","10-19",18,25316.0604313597,-1.41800170126752,-1.47220362658872
"1743","30-39",32,100021.456344106,-0.619047175236678,1.21633829198371
"1744","40-49",45,84554.8722873405,0.122839170363392,0.659717728426225
"1745","80-",85,25913.4112392536,2.40556638759438,-1.45070581284322
"1746","20-29",22,56004.7108200715,-1.18972897954443,-0.367762347797661
"1747","50-59",55,66358.7296567285,0.693520974671139,0.0048641984902931
"1748","80-",82,56852.4485200966,2.23436184630205,-0.337253462667949
"1749","20-29",29,81566.4199215815,-0.790251716529002,0.552167539328986
"1750","80-",87,48954.0871881665,2.51970274845593,-0.621504356053584
"1751","40-49",46,87659.8819099536,0.179907350794167,0.771462648936603
"1752","20-29",29,44515.8649518772,-0.790251716529002,-0.781229719669094
"1753","40-49",41,44164.1865079193,-0.105433551359706,-0.793886131256063
"1754","20-29",20,29823.0818142171,-1.30386534040597,-1.31000227864503
"1755","40-49",43,121440.723844114,0.00870280950184294,1.98718754370506
"1756","10-19",18,26886.6297128244,-1.41800170126752,-1.41568105151032
"1757","20-29",24,13077.21171136,-1.07559261868288,-1.91266254413756
"1758","30-39",38,133178.215902946,-0.27663809265203,2.40960334156708
"1759","60-69",69,49132.9843544807,1.49247550070198,-0.615066099152953
"1760","20-29",23,50946.0277742183,-1.13266079911365,-0.549817221550462
"1761","10-19",19,32703.77141567,-1.36093352083675,-1.20633031956797
"1762","70-79",73,41221.9098489987,1.72074822242508,-0.899774521738384
"1763","20-29",26,97682.7327004905,-0.961456257821326,1.13217092395101
"1764","40-49",46,88478.5567121722,0.179907350794167,0.800925601331828
"1765","20-29",29,73389.2711966865,-0.790251716529002,0.257883480558201
"1766","60-69",65,64752.541732986,1.26420277897889,-0.0529402413272828
"1767","30-39",39,82202.1317760867,-0.219569912221256,0.575045913080821
"1768","10-19",19,25609.4002156263,-1.36093352083675,-1.46164674114892
"1769","20-29",24,27244.9384674716,-1.07559261868288,-1.40278602438556
"1770","70-79",71,66654.9671171055,1.60661186156353,0.0155253672096883
"1771","60-69",66,65580.1955355406,1.32127095940966,-0.0231541473638313
"1772","50-59",57,75265.6042634888,0.807657335532688,0.325410063366135
"1773","40-49",48,91845.5140143461,0.294043711655716,0.922097649673701
"1774","20-29",21,28286.2721912246,-1.2467971599752,-1.36530989119161
"1775","20-29",25,98669.0392354519,-1.0185244382521,1.16766670616871
"1776","20-29",20,33046.0478066326,-1.30386534040597,-1.19401227461824
"1777","50-59",57,36756.2938530236,0.807657335532688,-1.06048574815969
"1778","20-29",20,27053.8842015064,-1.30386534040597,-1.40966179816995
"1779","50-59",50,79412.2310787971,0.408180072517266,0.47464131871821
"1780","30-39",33,94896.7698849141,-0.561978994805904,1.03190804840171
"1781","30-39",35,124259.303821587,-0.447842633944354,2.08862426494453
"1782","20-29",20,34371.7937031476,-1.30386534040597,-1.14630054814109
"1783","20-29",22,48039.3414167059,-1.18972897954443,-0.654424767241567
"1784","50-59",58,85463.6790568427,0.864725515963463,0.692424403303403
"1785","20-29",26,69408.9476447567,-0.961456257821326,0.114637245288353
"1786","20-29",22,58714.2705902579,-1.18972897954443,-0.270249110179163
"1787","50-59",55,78784.8901376717,0.693520974671139,0.452064202342008
"1788","30-39",37,61003.0357560177,-0.333706273082805,-0.187879677359335
"1789","30-39",38,100794.259455212,-0.27663809265203,1.24415038686155
"1790","20-29",20,37758.9506300562,-1.30386534040597,-1.02440154377181
"1791","80-",86,44592.997437909,2.46263456802515,-0.778453830197571
"1792","20-29",29,67807.867324183,-0.790251716529002,0.0570166209108128
"1793","20-29",22,34827.9206474566,-1.18972897954443,-1.12988518222298
"1794","30-39",30,80637.348433739,-0.733183536098228,0.518731565797268
"1795","60-69",60,36834.4879991776,0.978861876825012,-1.05767165103654
"1796","20-29",24,47911.1840667132,-1.07559261868288,-0.65903696965906
"1797","60-69",60,62016.0132421539,0.978861876825012,-0.151424045195519
"1798","40-49",44,88849.9783144155,0.0657709899326176,0.81429254136198
"1799","30-39",34,56033.3127777691,-0.504910814375129,-0.366733003648103
"1800","40-49",43,104337.267707895,0.00870280950184294,1.37165826080832
"1801","70-79",72,77421.943303345,1.66368004199431,0.403013666539309
"1802","30-39",31,88510.0694735896,-0.676115355667453,0.802059701205143
"1803","20-29",22,41855.8903706469,-1.18972897954443,-0.87695845621615
"1804","70-79",71,29621.9760971238,1.60661186156353,-1.31723978999028
"1805","30-39",30,92293.7466180511,-0.733183536098228,0.938228909398759
"1806","20-29",20,39901.4641167406,-1.30386534040597,-0.947295502773306
"1807","70-79",75,68542.2451463258,1.83488458328663,0.0834458437906021
"1808","60-69",60,92960.0861592513,0.978861876825012,0.962209530431963
"1809","60-69",63,63576.5965089451,1.15006641811734,-0.0952608527121906
"1810","40-49",44,121885.790364943,0.0657709899326176,2.00320486056929
"1811","30-39",31,138689.633964466,-0.676115355667453,2.60795151050632
"1812","30-39",34,64044.1335071743,-0.504910814375129,-0.0784348550333767
"1813","80-",86,39848.5728996905,2.46263456802515,-0.949198983136754
"1814","80-",81,38180.8011974874,2.17729366587128,-1.00921973635275
"1815","40-49",45,64126.6745128991,0.122839170363392,-0.0754643205601849
"1816","30-39",33,114542.398761803,-0.561978994805904,1.73892654561873
"1817","30-39",30,96712.3429773439,-0.733183536098228,1.09724796535939
"1818","50-59",50,77600.6960614508,0.408180072517266,0.40944672639203
"1819","30-39",33,61455.6461269156,-0.561978994805904,-0.171590867962476
"1820","20-29",22,26516.4521887508,-1.18972897954443,-1.42900321892039
"1821","80-",81,46905.2799534575,2.17729366587128,-0.695238041101223
"1822","60-69",67,50959.9287784854,1.37833913984043,-0.549316943997204
"1823","40-49",46,46957.5404745158,0.179907350794167,-0.693357258597697
"1824","20-29",29,80462.24367434,-0.790251716529002,0.512429792276978
"1825","20-29",28,117455.060250402,-0.847319896959777,1.84374912785705
"1826","20-29",20,46515.4929772899,-1.30386534040597,-0.709265925057078
"1827","60-69",63,105479.619557532,1.15006641811734,1.41276989399069
"1828","20-29",23,31796.1530348873,-1.13266079911365,-1.2389942260099
"1829","30-39",37,49434.8300490033,-0.333706273082805,-0.604203097990193
"1830","30-39",30,66197.4360734462,-0.733183536098228,-0.000940530265280297
"1831","30-39",37,135003.240460066,-0.333706273082805,2.47528340341927
"1832","30-39",39,62551.137248143,-0.219569912221256,-0.132165686355999
"1833","20-29",28,68649.7966410725,-0.847319896959777,0.0873164705170752
"1834","60-69",65,44797.5856818424,1.26420277897889,-0.771090987619178
"1835","70-79",79,68447.2389296896,2.06315730500973,0.080026703943599
"1836","70-79",78,83773.5730554685,2.00608912457896,0.631599870135377
"1837","40-49",43,81201.7940625494,0.00870280950184294,0.539045168519944
"1838","40-49",44,79806.8391772299,0.0657709899326176,0.488842708070109
"1839","20-29",27,64155.1045372754,-0.904388077390552,-0.074441164048559
"1840","30-39",39,40354.6097353994,-0.219569912221256,-0.930987430563843
"1841","60-69",65,64468.5923445091,1.26420277897889,-0.0631591796562461
"1842","30-39",31,53002.8132911133,-0.676115355667453,-0.47579640937053
"1843","40-49",40,81147.0105282097,-0.162501731790481,0.537073586324036
"1844","50-59",57,69769.486496359,0.807657335532688,0.127612530459706
"1845","20-29",24,31292.2878170363,-1.07559261868288,-1.25712762511651
"1846","50-59",54,43269.0798943167,0.636452794240364,-0.826099756829679
"1847","20-29",25,105668.700879281,-1.0185244382521,1.41957466429315
"1848","50-59",57,33826.8536969206,0.807657335532688,-1.16591217099575
"1849","50-59",51,97063.5279183346,0.46524825294804,1.10988661647005
"1850","30-39",30,67992.3204162444,-0.733183536098228,0.0636548277492666
"1851","60-69",68,16434.2947711224,1.43540732027121,-1.79184585586457
"1852","20-29",29,30752.5477517745,-0.790251716529002,-1.27655210942396
"1853","40-49",48,60914.1699925424,0.294043711655716,-0.191077830950654
"1854","60-69",66,69779.6871022428,1.32127095940966,0.127979635890022
"1855","30-39",39,81529.4880019544,-0.219569912221256,0.550838411588778
"1856","30-39",33,39596.9199610956,-0.561978994805904,-0.958255617748992
"1857","60-69",69,18824.7707611075,1.49247550070198,-1.70581599381923
"1858","50-59",51,47939.9135265351,0.46524825294804,-0.658003036887733
"1859","60-69",64,40083.7075465825,1.20713459854811,-0.940736818564114
"1860","40-49",40,66348.7190212773,-0.162501731790481,0.00450392982812684
"1861","60-69",64,29625.0533939359,1.20713459854811,-1.31712904241477
"1862","20-29",20,39626.6784964616,-1.30386534040597,-0.957184649999082
"1863","50-59",57,69864.6959697967,0.807657335532688,0.131038985232551
"1864","20-29",22,44555.3410903119,-1.18972897954443,-0.779809029079501
"1865","50-59",55,101282.930535289,0.693520974671139,1.26173697036237
